time_sec,x,y,theta_deg,left_dist,right_dist,front_dist
12.704,0.3995,0.0907,399.85,62.5,64.4,66.3
12.736,0.4012,0.0923,403.75,63.8,68.7,69.6
12.768,0.4028,0.094,407.64,79.7,57.1,67.9
12.8,0.4042,0.0958,411.54,78.2,63.5,64.5
12.832,0.4055,0.0977,415.44,74.3,64.6,66.8
12.864,0.4067,0.0997,419.33,63.6,66.3,68.2
12.896,0.4077,0.1017,423.09,68.8,72.3,59.8
12.928,0.4086,0.1039,426.99,65.4,72.4,66.4
12.96,0.4094,0.1061,430.88,64.0,69.0,67.1
12.992,0.41,0.1083,434.78,81.0,62.3,67.4
13.024,0.4111,0.1123,434.78,64.2,70.1,68.9
13.056,0.4115,0.1145,438.68,70.8,65.4,67.6
13.088,0.4118,0.1168,442.58,73.7,67.6,65.3
13.12,0.412,0.1192,446.47,62.9,68.4,73.9
13.152,0.412,0.1214,450.23,61.4,68.8,73.3
13.184,0.4118,0.1237,454.13,67.8,64.3,69.1
13.216,0.4115,0.126,458.02,64.3,65.5,69.2
13.248,0.411,0.1283,461.92,73.5,69.8,59.4
13.28,0.4104,0.1305,465.82,75.6,73.3,69.6
13.312,0.4096,0.1327,469.71,72.5,71.7,70.7
13.344,0.4087,0.1348,473.61,74.9,68.6,66.0
13.376,0.4076,0.1369,477.51,76.1,62.4,61.0
13.408,0.4064,0.1388,481.41,79.2,64.7,66.5
13.44,0.4051,0.1407,485.16,74.7,67.3,66.4
13.472,0.4036,0.1425,489.06,63.3,68.1,67.2
13.504,0.402,0.1442,492.96,72.7,68.6,62.1
13.536,0.4004,0.1458,496.85,72.6,64.8,65.4
13.568,0.3986,0.1472,500.75,67.6,69.0,68.5
13.6,0.3967,0.1486,504.65,70.5,72.4,63.5
13.632,0.3947,0.1498,508.54,69.7,70.7,70.8
13.664,0.3926,0.1509,512.44,67.1,66.2,65.0
13.696,0.3906,0.1518,516.2,69.0,68.4,64.2
13.728,0.3884,0.1526,520.1,74.0,67.7,69.7
13.76,0.3862,0.1532,523.99,75.4,62.6,70.1
13.792,0.3839,0.1537,527.89,73.4,66.1,68.7
13.824,0.3816,0.154,531.79,67.3,63.8,69.9
13.856,0.3793,0.1542,535.68,66.1,72.3,68.5
13.888,0.377,0.1542,539.58,67.5,65.7,62.8
13.92,0.3747,0.1541,543.48,63.0,69.7,63.4
13.952,0.3724,0.1538,547.37,68.8,63.7,70.4
13.984,0.3702,0.1533,551.13,61.4,64.2,62.8
14.016,0.3679,0.1527,555.03,64.7,71.2,62.8
14.048,0.3657,0.152,558.93,67.3,72.5,67.7
14.08,0.3636,0.1511,562.82,69.8,64.4,73.9
14.112,0.3615,0.15,566.72,66.8,66.4,72.1
14.144,0.3595,0.1489,570.62,61.8,68.7,63.7
14.176,0.3576,0.1475,574.51,66.8,68.1,65.0
14.208,0.3558,0.1461,578.41,67.2,75.0,71.6
14.24,0.3541,0.1445,582.31,67.1,63.5,66.4
14.272,0.3525,0.1429,586.06,62.5,69.5,63.6
14.304,0.351,0.1411,589.96,66.5,69.7,67.1
14.336,0.3497,0.1393,593.86,66.6,59.8,61.1
14.368,0.3484,0.1373,597.76,62.6,67.2,67.1
14.4,0.3473,0.1353,601.65,64.2,66.6,69.9
14.432,0.3464,0.1332,605.55,60.2,64.5,67.7
14.464,0.3453,0.1311,601.65,66.9,69.3,66.8
14.496,0.3443,0.129,605.55,67.1,60.6,65.6
14.528,0.3432,0.127,601.65,94.7,68.8,70.0
14.56,0.342,0.1251,597.89,99.1,66.8,64.6
14.592,0.3398,0.1216,597.89,104.0,62.0,70.2
14.624,0.3377,0.1181,597.76,111.0,62.8,64.6
14.656,0.3363,0.1163,593.86,113.0,67.5,61.9
14.688,0.3339,0.113,593.86,115.5,65.7,60.5
14.72,0.3324,0.1112,589.96,119.2,64.9,66.3
14.752,0.3297,0.108,589.96,126.8,60.8,64.5
14.784,0.3271,0.1049,589.96,117.9,66.7,67.9
14.816,0.3244,0.1017,589.96,130.5,67.9,67.7
14.848,0.3218,0.0986,590.1,131.5,67.8,61.9
14.88,0.3192,0.0954,590.1,139.2,73.3,73.3
14.912,0.3176,0.0938,586.2,138.7,64.3,63.5
14.944,0.3159,0.0922,582.31,139.3,71.2,70.5
14.976,0.3128,0.0894,582.31,141.8,69.9,66.2
15.008,0.3098,0.0867,582.31,130.3,63.1,64.3
15.04,0.3068,0.0839,582.17,145.4,66.4,66.1
15.072,0.3037,0.0812,582.17,136.2,67.1,64.3
15.104,0.3007,0.0784,582.17,146.9,68.8,64.5
15.136,0.2977,0.0757,582.31,143.6,66.2,62.7
15.168,0.2946,0.0729,582.31,148.2,72.8,70.4
15.2,0.2916,0.0701,582.31,145.2,72.0,75.0
15.232,0.2885,0.0674,582.31,156.3,69.8,64.0
15.264,0.2855,0.0646,582.31,153.7,65.8,73.9
15.296,0.2837,0.0631,578.41,151.0,64.1,65.2
15.328,0.2804,0.0606,578.41,149.1,69.4,71.3
15.36,0.2772,0.058,578.41,155.4,67.3,68.5
15.392,0.274,0.0555,578.27,148.6,65.7,62.9
15.424,0.2708,0.053,578.41,155.3,62.5,66.9
15.456,0.2676,0.0504,578.41,150.8,67.8,69.2
15.488,0.2644,0.0479,578.41,145.5,65.9,68.0
15.52,0.2612,0.0453,578.41,151.1,68.3,64.8
15.552,0.2579,0.0428,578.41,148.8,73.2,63.4
15.584,0.2547,0.0402,578.41,144.6,68.4,66.8
15.616,0.2515,0.0376,578.41,151.5,72.0,63.7
15.648,0.2482,0.0351,578.41,152.1,67.1,68.1
15.68,0.2451,0.0326,578.27,160.5,67.0,62.9
15.712,0.2419,0.0301,578.41,155.4,65.2,63.6
15.744,0.2387,0.0275,578.41,151.1,64.2,63.2
15.776,0.2354,0.0249,578.41,145.5,75.2,64.4
15.808,0.2322,0.0224,578.41,149.2,68.4,66.2
15.84,0.229,0.0198,578.41,149.2,67.9,84.5
15.872,0.2289,0.0198,569.36,140.6,67.3,111.5
15.904,0.2289,0.0198,560.73,128.7,67.3,112.0
15.936,0.229,0.0198,551.97,122.2,66.1,104.9
15.968,0.2292,0.0198,542.5,100.6,68.7,96.9
16.0,0.229,0.0198,534.01,74.3,73.5,69.8
16.032,0.2267,0.0202,530.26,67.6,70.6,71.9
16.064,0.2244,0.0208,526.36,94.8,72.0,64.4
16.096,0.2223,0.0215,522.6,75.8,72.2,74.2
16.128,0.2201,0.0223,518.7,73.6,70.3,79.3
16.16,0.218,0.0233,514.81,67.9,66.6,83.1
16.192,0.218,0.0233,505.9,72.5,63.1,81.4
16.224,0.218,0.0233,496.99,67.5,60.2,75.8
16.256,0.2165,0.025,493.1,67.5,68.3,88.3
16.288,0.2165,0.025,484.19,72.4,67.5,88.3
16.32,0.2165,0.025,475.56,69.1,66.7,60.4
16.352,0.2156,0.0271,471.66,68.4,71.7,64.1
16.384,0.2149,0.0293,467.77,70.4,66.6,63.0
16.416,0.2143,0.0316,463.87,69.9,66.9,62.4
16.448,0.2139,0.0339,459.97,69.0,68.2,67.0
16.48,0.2137,0.0362,456.08,65.6,72.8,66.3
16.512,0.2136,0.0385,452.18,67.7,67.8,62.4
16.544,0.2137,0.0408,448.28,63.8,67.4,67.9
16.576,0.2139,0.0431,444.38,70.5,67.5,69.1
16.608,0.2143,0.0453,440.63,72.9,66.6,64.5
16.64,0.2148,0.0476,436.73,101.3,66.0,61.6
16.672,0.2155,0.0498,432.83,115.5,66.7,68.0
16.704,0.2163,0.052,428.94,118.1,71.8,63.0
16.736,0.2173,0.0541,425.04,106.9,68.1,61.8
16.768,0.2184,0.0561,421.14,109.7,65.3,64.8
16.8,0.2197,0.058,417.25,113.0,65.8,69.9
16.832,0.221,0.0599,413.35,112.0,63.6,69.0
16.864,0.2225,0.0616,409.59,109.0,67.3,68.2
16.896,0.2241,0.0633,405.69,128.3,60.4,67.8
16.928,0.2259,0.0648,401.8,137.4,68.2,64.9
16.96,0.2277,0.0662,397.9,141.4,65.8,66.9
16.992,0.2296,0.0675,394.0,131.0,66.8,69.7
17.024,0.2316,0.0687,390.11,146.7,64.2,68.8
17.056,0.2337,0.0697,386.21,133.3,70.6,67.8
17.088,0.2358,0.0706,382.31,144.8,69.6,68.1
17.12,0.238,0.0713,378.56,151.9,69.3,68.8
17.152,0.2402,0.0719,374.66,164.4,64.0,66.7
17.184,0.2425,0.0723,370.76,183.2,68.5,72.0
17.216,0.2448,0.0726,366.86,183.4,65.2,64.3
17.248,0.2471,0.0727,362.97,192.2,71.6,64.9
17.28,0.2494,0.0727,359.07,183.6,68.0,58.6
17.312,0.2517,0.0725,355.17,182.5,67.1,65.7
17.344,0.254,0.0722,351.28,182.6,63.9,65.5
17.376,0.2563,0.0716,347.38,184.6,63.8,66.9
17.408,0.2584,0.071,343.62,195.5,68.2,68.2
17.44,0.2606,0.0702,339.73,210.7,71.4,66.5
17.472,0.2627,0.0693,335.83,207.2,67.1,70.9
17.504,0.2648,0.0682,331.93,198.3,68.1,67.6
17.536,0.2667,0.0669,328.03,204.3,71.6,64.6
17.568,0.2686,0.0656,324.14,202.7,66.2,70.3
17.6,0.2704,0.0641,320.24,197.7,63.6,70.9
17.632,0.2721,0.0625,316.34,203.4,71.5,70.0
17.664,0.2736,0.0608,312.45,208.1,69.9,66.7
17.696,0.275,0.059,308.69,203.6,61.3,70.8
17.728,0.2776,0.0559,308.55,194.7,67.9,63.0
17.76,0.2801,0.0526,308.55,187.6,67.2,66.5
17.792,0.2827,0.0494,308.55,183.8,73.4,66.7
17.824,0.2853,0.0462,308.55,168.8,65.2,66.0
17.856,0.2878,0.043,308.55,177.8,64.2,71.4
17.888,0.2904,0.0398,308.55,169.2,71.2,67.5
17.92,0.293,0.0365,308.55,168.2,63.8,62.7
17.952,0.2955,0.0333,308.55,162.3,65.5,64.8
17.984,0.2981,0.0301,308.69,168.8,62.5,65.8
18.016,0.3006,0.027,308.55,159.4,67.6,67.8
18.048,0.3032,0.0237,308.55,158.1,68.4,70.7
18.08,0.3057,0.0205,308.55,160.7,70.9,70.1
18.112,0.3083,0.0173,308.55,157.5,64.9,66.4
18.144,0.3109,0.0141,308.55,151.7,65.8,69.7
18.176,0.3134,0.0109,308.55,150.4,62.3,67.8
18.208,0.316,0.0076,308.55,147.5,64.6,63.8
18.24,0.3186,0.0044,308.55,144.3,64.9,66.0
18.272,0.3211,0.0013,308.69,142.4,65.2,73.0
18.304,0.3236,-0.0019,308.55,135.4,71.4,71.9
18.336,0.3262,-0.0051,308.55,146.2,66.1,67.2
18.368,0.3288,-0.0084,308.55,141.5,70.5,69.3
18.4,0.3313,-0.0116,308.55,136.5,65.8,67.3
18.432,0.3339,-0.0148,308.55,136.0,64.7,68.1
18.464,0.3365,-0.018,308.55,135.9,64.7,62.9
18.496,0.339,-0.0212,308.55,123.2,67.1,59.6
18.528,0.3416,-0.0245,308.55,125.4,62.4,65.5
18.56,0.3442,-0.0277,308.55,130.3,66.2,70.2
18.592,0.3467,-0.0309,308.69,119.9,69.5,68.1
18.624,0.3492,-0.034,308.55,121.1,68.0,69.1
18.656,0.3518,-0.0373,308.55,118.1,69.5,66.1
18.688,0.3544,-0.0405,308.55,124.9,68.9,71.3
18.72,0.3569,-0.0437,308.55,113.7,67.0,71.1
18.752,0.3595,-0.0469,308.55,115.1,61.3,69.4
18.784,0.3621,-0.0501,308.55,117.1,65.1,70.5
18.816,0.3646,-0.0534,308.55,116.3,72.1,71.4
18.848,0.3672,-0.0566,308.55,120.9,66.6,62.9
18.88,0.3698,-0.0597,308.69,114.1,74.2,68.8
18.912,0.3723,-0.0629,308.55,65.9,65.8,63.2
18.944,0.3738,-0.0646,312.45,65.2,64.0,64.4
18.976,0.3755,-0.0662,316.34,114.7,70.2,66.5
19.008,0.3785,-0.0691,316.34,110.9,63.6,62.8
19.04,0.3815,-0.0719,316.34,65.2,69.8,65.7
19.072,0.3833,-0.0734,320.24,68.6,69.0,69.0
19.104,0.3851,-0.0748,324.14,67.1,62.2,68.9
19.136,0.3871,-0.076,328.03,113.2,69.7,67.0
19.168,0.3905,-0.0781,327.9,67.6,67.3,66.8
19.2,0.3926,-0.0792,331.79,70.0,69.4,68.5
19.232,0.3947,-0.0802,335.69,106.2,64.4,69.0
19.264,0.3984,-0.0819,335.69,64.2,74.1,71.3
19.296,0.4006,-0.0827,339.59,65.6,68.9,72.2
19.328,0.4028,-0.0834,343.48,63.4,66.9,62.6
19.36,0.4051,-0.0839,347.38,64.9,60.4,71.3
19.392,0.4074,-0.0842,351.28,66.9,69.9,65.2
19.424,0.4096,-0.0844,355.03,66.7,68.6,65.6
19.456,0.412,-0.0844,358.93,67.9,65.3,65.0
19.488,0.4143,-0.0843,362.83,64.3,67.0,69.5
19.52,0.4166,-0.0841,366.73,65.6,62.5,68.8
19.552,0.4188,-0.0836,370.62,87.1,68.4,73.6
19.584,0.4229,-0.0829,370.62,59.2,67.3,60.2
19.616,0.4251,-0.0823,374.52,71.5,67.0,67.3
19.648,0.4273,-0.0816,378.42,66.3,63.4,71.6
19.68,0.4294,-0.0807,382.17,65.8,63.8,66.4
19.712,0.4315,-0.0797,386.07,72.6,70.7,70.0
19.744,0.4335,-0.0785,389.97,64.4,64.7,65.2
19.776,0.4354,-0.0772,393.86,85.9,68.3,61.2
19.808,0.4389,-0.0749,393.86,57.7,65.4,67.5
19.84,0.4407,-0.0735,397.76,66.6,71.1,71.2
19.872,0.4424,-0.072,401.66,61.7,63.6,66.0
19.904,0.444,-0.0703,405.56,71.9,66.4,71.6
19.936,0.4455,-0.0686,409.31,71.5,62.0,74.4
19.968,0.4469,-0.0668,413.21,68.1,72.6,72.0
20.0,0.4482,-0.0648,417.11,70.1,65.6,67.7
20.032,0.4493,-0.0628,421.0,70.7,60.1,68.3
20.064,0.4503,-0.0607,424.9,67.9,73.9,70.5
20.096,0.4511,-0.0585,428.8,68.3,62.8,68.4
20.128,0.4518,-0.0563,432.69,64.5,64.6,59.3
20.16,0.4523,-0.0541,436.59,70.6,71.9,71.5
20.192,0.4527,-0.0518,440.49,67.1,64.8,73.6
20.224,0.4529,-0.0495,444.25,70.9,66.9,67.3
20.256,0.453,-0.0472,448.14,94.1,69.5,62.3
20.288,0.4531,-0.0432,448.28,64.7,63.7,67.8
20.32,0.4531,-0.0409,452.18,73.8,64.8,69.3
20.352,0.4528,-0.0386,456.08,68.9,67.6,67.0
20.384,0.4524,-0.0363,459.97,67.7,71.8,63.5
20.416,0.4518,-0.034,463.87,65.8,65.8,71.1
20.448,0.4511,-0.0318,467.77,86.7,66.5,69.9
20.48,0.4499,-0.028,467.63,63.9,68.3,68.5
20.512,0.4491,-0.0258,471.52,72.9,67.3,73.5
20.544,0.4481,-0.0237,475.42,69.2,64.1,68.8
20.576,0.4469,-0.0217,479.32,68.5,69.7,69.4
20.608,0.4457,-0.0197,483.21,59.5,69.0,69.8
20.64,0.4443,-0.0179,487.11,63.8,61.5,69.3
20.672,0.4428,-0.0162,490.87,80.4,71.5,65.1
20.704,0.44,-0.013,491.01,64.5,65.1,68.1
20.736,0.4385,-0.0114,494.77,72.2,67.8,65.4
20.768,0.4367,-0.0099,498.66,65.6,66.7,63.1
20.8,0.4349,-0.0085,502.56,65.1,69.9,69.1
20.832,0.4329,-0.0072,506.46,59.7,68.3,70.7
20.864,0.4309,-0.0061,510.35,65.9,65.5,59.6
20.896,0.4288,-0.0051,514.25,63.9,66.8,61.1
20.928,0.4267,-0.0042,518.15,69.1,73.6,68.9
20.96,0.4245,-0.0035,522.04,70.7,65.3,62.6
20.992,0.4222,-0.0029,525.94,70.1,67.9,66.3
21.024,0.42,-0.0025,529.7,60.4,68.5,67.2
21.056,0.4177,-0.0023,533.6,63.7,66.3,68.8
21.088,0.4154,-0.0022,537.49,73.4,64.5,61.2
21.12,0.4131,-0.0022,541.39,71.6,65.1,69.0
21.152,0.4108,-0.0024,545.29,68.6,69.0,58.0
21.184,0.4085,-0.0028,549.18,72.8,68.6,66.4
21.216,0.4062,-0.0033,553.08,68.9,62.5,71.7
21.248,0.404,-0.004,556.98,73.2,63.3,65.2
21.28,0.4019,-0.0048,560.73,65.2,61.9,71.0
21.312,0.3998,-0.0058,564.63,66.0,61.3,67.3
21.344,0.3978,-0.0069,568.53,72.9,68.1,70.3
21.376,0.3958,-0.0081,572.43,64.1,67.9,68.5
21.408,0.394,-0.0095,576.32,66.8,60.6,65.3
21.44,0.3922,-0.011,580.22,72.9,67.1,67.2
21.472,0.3905,-0.0126,584.12,71.7,74.1,61.5
21.504,0.389,-0.0143,588.01,72.9,64.4,72.1
21.536,0.3875,-0.0161,591.91,67.4,65.0,65.4
21.568,0.3863,-0.018,595.67,70.5,66.8,66.1
21.6,0.3851,-0.02,599.56,72.7,65.7,66.3
21.632,0.3841,-0.0221,603.46,71.7,63.7,60.1
21.664,0.3832,-0.0242,607.36,72.9,66.9,66.4
21.696,0.3824,-0.0264,611.26,69.4,67.4,64.6
21.728,0.3818,-0.0286,615.15,70.4,70.8,66.8
21.76,0.3814,-0.0309,619.05,71.9,65.7,66.2
21.792,0.3811,-0.0332,622.95,72.9,69.6,64.9
21.824,0.381,-0.0355,626.7,62.1,64.6,67.5
21.856,0.381,-0.0378,630.6,73.8,65.6,67.8
21.888,0.3812,-0.0401,634.5,72.3,62.9,65.6
21.92,0.3815,-0.0424,638.39,75.8,70.5,66.5
21.952,0.382,-0.0447,642.29,71.2,62.5,66.6
21.984,0.3827,-0.0469,646.19,67.2,66.5,67.3
22.016,0.3835,-0.0491,650.08,66.1,64.4,72.2
22.048,0.3844,-0.0512,653.98,68.9,64.9,65.9
22.08,0.3855,-0.0532,657.88,71.0,67.1,69.2
22.112,0.3867,-0.0551,661.64,64.4,63.6,71.7
22.144,0.388,-0.057,665.53,69.5,65.6,67.0
22.176,0.3895,-0.0588,669.43,67.8,68.6,65.5
22.208,0.3911,-0.0605,673.33,74.1,63.5,67.0
22.24,0.3928,-0.0621,677.22,64.6,59.3,65.5
22.272,0.3946,-0.0635,681.12,67.4,62.8,67.5
22.304,0.3963,-0.0651,677.22,73.7,67.5,70.9
22.336,0.3979,-0.0668,673.33,76.2,67.3,63.9
22.368,0.3996,-0.0684,677.22,75.9,68.9,71.3
22.4,0.4012,-0.07,673.33,85.8,70.2,65.1
22.432,0.4026,-0.0718,669.43,106.1,67.3,67.5
22.464,0.4052,-0.075,669.57,107.7,68.5,68.4
22.496,0.4066,-0.0768,665.67,109.5,67.0,68.1
22.528,0.409,-0.0802,665.67,112.4,63.4,73.0
22.56,0.4113,-0.0835,665.53,114.0,70.8,68.1
22.592,0.4125,-0.0855,661.64,124.1,69.5,69.5
22.624,0.4147,-0.089,661.64,122.7,70.1,64.7
22.656,0.4169,-0.0925,661.64,119.9,69.0,62.1
22.688,0.419,-0.096,661.64,130.9,72.4,65.1
22.72,0.4201,-0.098,657.88,118.5,69.1,66.1
22.752,0.422,-0.1016,657.88,118.9,64.2,66.0
22.784,0.4229,-0.1037,653.98,115.8,64.0,61.6
22.816,0.4246,-0.1075,653.98,127.8,62.8,70.5
22.848,0.4254,-0.1097,650.08,136.4,74.6,62.8
22.88,0.4268,-0.1135,650.08,134.1,64.3,77.2
22.912,0.4282,-0.1174,650.08,128.6,63.5,65.7
22.944,0.4297,-0.1213,650.08,143.4,73.0,69.6
22.976,0.431,-0.1251,649.95,141.1,72.4,71.8
23.008,0.4324,-0.1289,650.08,144.3,63.8,64.9
23.04,0.4338,-0.1328,650.08,137.3,68.3,60.1
23.072,0.4353,-0.1366,650.08,141.1,74.5,66.7
23.104,0.4367,-0.1405,650.08,150.9,72.6,70.1
23.136,0.4381,-0.1444,650.08,144.6,67.6,65.5
23.168,0.4395,-0.1483,650.08,147.4,71.4,59.7
23.2,0.4409,-0.1521,650.08,151.0,64.6,63.9
23.232,0.4423,-0.156,650.08,154.7,63.1,67.8
23.264,0.4437,-0.1598,649.95,159.3,66.7,66.6
23.296,0.4443,-0.162,646.19,155.8,75.9,70.1
23.328,0.4455,-0.1659,646.19,155.4,68.4,67.5
23.36,0.4466,-0.1699,646.19,150.7,66.7,70.5
23.392,0.4478,-0.1738,646.19,158.1,68.3,64.6
23.424,0.4489,-0.1778,646.19,158.2,64.9,62.2
23.456,0.4501,-0.1818,646.19,143.2,64.4,66.1
23.488,0.4512,-0.1857,646.19,139.8,68.9,67.3
23.52,0.4524,-0.1897,646.19,144.5,65.7,66.2
23.552,0.4535,-0.1936,646.19,153.8,68.9,66.1
23.584,0.4546,-0.1975,646.19,145.6,64.9,66.6
23.616,0.4558,-0.2014,646.19,144.1,65.1,87.0
23.648,0.4558,-0.2015,637.42,140.9,61.9,97.5
23.68,0.4558,-0.2015,628.51,128.7,69.5,101.7
23.712,0.4558,-0.2015,619.61,114.1,68.7,94.5
23.744,0.4558,-0.2015,610.7,111.7,65.9,102.6
23.776,0.4558,-0.2014,601.93,111.0,61.0,99.6
23.808,0.4558,-0.2014,593.02,121.5,62.5,100.5
23.84,0.4558,-0.2015,584.26,116.6,66.6,98.2
23.872,0.4558,-0.2015,575.35,117.9,66.3,93.0
23.904,0.4558,-0.2015,566.44,116.1,61.3,97.3
23.936,0.4558,-0.2015,557.53,110.0,67.7,97.3
23.968,0.4558,-0.2015,548.63,115.5,71.1,99.8
24.0,0.4558,-0.2015,539.72,114.3,60.7,99.0
24.032,0.4558,-0.2015,530.81,113.6,65.6,88.8
24.064,0.4559,-0.2015,522.04,116.4,67.9,93.6
24.096,0.4559,-0.2015,513.14,112.4,68.1,98.7
24.128,0.4558,-0.2014,504.37,93.0,65.5,86.6
24.16,0.4558,-0.2014,495.46,66.8,70.4,70.3
24.192,0.4543,-0.1997,491.57,67.6,63.1,67.3
24.224,0.4528,-0.1979,487.67,73.4,62.3,69.0
24.256,0.4516,-0.196,483.91,67.2,69.0,72.1
24.288,0.4504,-0.194,480.01,69.4,67.2,79.2
24.32,0.4494,-0.1919,476.12,75.4,61.2,83.5
24.352,0.4494,-0.1919,467.21,66.5,67.3,67.9
24.384,0.4489,-0.1897,463.31,62.2,66.6,64.6
24.416,0.4485,-0.1874,459.42,69.2,68.3,64.2
24.448,0.4483,-0.1851,455.52,68.5,68.8,67.1
24.48,0.4482,-0.1828,451.62,65.8,68.1,69.8
24.512,0.4483,-0.1804,447.72,67.7,70.7,66.2
24.544,0.4485,-0.1782,443.97,66.9,67.6,72.3
24.576,0.4489,-0.1759,440.07,67.5,66.8,69.2
24.608,0.4495,-0.1737,436.17,67.3,68.7,66.2
24.64,0.4502,-0.1715,432.28,63.8,62.1,68.8
24.672,0.451,-0.1693,428.38,72.6,70.5,64.4
24.704,0.452,-0.1672,424.48,61.9,63.5,67.8
24.736,0.4532,-0.1652,420.59,79.5,66.3,69.2
24.768,0.4545,-0.1633,416.69,78.1,68.0,64.5
24.8,0.4559,-0.1614,412.79,82.3,66.1,69.5
24.832,0.4573,-0.1597,409.03,82.7,67.6,71.4
